Behavior,Dose_Coef,Dose_Pval,Time_Coef,Time_Pval,Random_Effect_Var,Status
Locomotion_Score,-0.023429627467694572,1.4017790189005085e-16,-0.0026461857104699556,3.949746770521955e-261,0.0013045764835501862,OK
Exploration_Score,-0.010309486300775062,0.0098136276329697,-0.0013789350828501145,2.3254533567593293e-77,0.002635098172839718,OK
Anxiety_Score,0.007760689397863531,0.08352372171249814,0.0008499096778344129,3.834573459887673e-29,0.003333789145973923,OK
Hyperactivity_Score,-0.02761188394234453,0.011869283226299923,-0.002183943556311767,6.203685860439824e-162,0.020183450275270007,OK
Freezing_Score,0.021443459739067645,8.1982795476002e-10,0.0030442485877271706,0.0,0.0020049644879983597,OK
  
